movie_code,imdb_score,imdb_score_class
2825,7.4,Good
2826,7.2,Good
2827,6,Fair
2828,7.4,Good
2829,8.3,Excellent
2830,8.1,Excellent
2831,6.3,Good
2832,7.3,Good
2833,3.6,Bad
2834,1.6,Bad
2835,8,Good
2836,6.2,Good
2837,9,Excellent
2838,6.1,Good
2839,5.7,Fair
2840,6.8,Good
2841,5.5,Fair
2842,6.8,Good
2843,7.3,Good
2844,6.1,Good
2845,7.2,Good
2846,5.9,Fair
2847,6.1,Good
2848,6.8,Good
2849,7.7,Good
2850,4.9,Fair
2851,6.1,Good
2852,2.5,Bad
2853,6.1,Good
2854,5.9,Fair
2855,5.7,Fair
2856,5.6,Fair
2857,7.2,Good
2858,7.7,Good
2859,7.8,Good
2860,6.1,Good
2861,5.8,Fair
2862,6.5,Good
2863,7.9,Good
2864,6.3,Good
2865,3.8,Bad
2866,8.3,Excellent
2867,6.4,Good
2868,6.7,Good
2869,6.1,Good
2870,8.1,Excellent
2871,6,Fair
2872,5.8,Fair
2873,5.6,Fair
2874,6.1,Good
2875,5.9,Fair
2876,7.3,Good
2877,6.8,Good
2878,5.7,Fair
2879,7.3,Good
2880,6.3,Good
2881,5.9,Fair
2882,7.1,Good
2883,7.1,Good
2884,8,Good
2885,5.1,Fair
2886,7.1,Good
2887,6.5,Good
2888,4.5,Fair
2889,6.6,Good
2890,4.3,Fair
2891,6.7,Good
2892,6.8,Good
2893,5.4,Fair
2894,6.6,Good
2895,7.4,Good
2896,7.3,Good
2897,6.9,Good
2898,8,Good
2899,6.4,Good
2900,7.8,Good
2901,6.1,Good
2902,6.1,Good
2903,5.1,Fair
2904,7.8,Good
2905,7.4,Good
2906,7.8,Good
2907,8,Good
2908,6.7,Good
2909,6.6,Good
2910,6.4,Good
2911,6.7,Good
2912,6.2,Good
2913,7.3,Good
2914,8.1,Excellent
2915,7,Good
2916,8,Good
2917,8,Good
2918,7,Good
2919,7.9,Good
2920,5.9,Fair
2921,6.6,Good
2922,6.3,Good
2923,7.7,Good
2924,6.9,Good
2925,7.1,Good
2926,7.4,Good
2927,6.5,Good
2928,6.5,Good
2929,6.8,Good
2930,7.5,Good
2931,6.6,Good
2932,7.1,Good
2933,6.6,Good
2934,7,Good
2935,3.3,Bad
2936,6.7,Good
2937,8,Good
2938,6.8,Good
2939,6,Fair
2940,5.4,Fair
2941,4.3,Fair
2942,6.2,Good
2943,7.7,Good
2944,8,Good
2945,7.4,Good
2946,5.9,Fair
2947,7.8,Good
2948,7.4,Good
2949,6.5,Good
2950,5.4,Fair
2951,7,Good
2952,8.6,Excellent
2953,7.6,Good
2954,6.9,Good
2955,7,Good
2956,5.3,Fair
2957,6.4,Good
2958,4.5,Fair
2959,7.8,Good
2960,6.7,Good
2961,5.3,Fair
2962,6.3,Good
2963,7,Good
2964,5.3,Fair
2965,6.6,Good
2966,5.8,Fair
2967,6.7,Good
2968,6.6,Good
2969,7,Good
2970,8.4,Excellent
2971,6,Fair
2972,5.4,Fair
2973,7.8,Good
2974,7.6,Good
2975,6.6,Good
2976,6.4,Good
2977,7,Good
2978,5.7,Fair
2979,5.9,Fair
2980,6.3,Good
2981,6.3,Good
2982,6.2,Good
2983,2.1,Bad
2984,5,Fair
2985,5.3,Fair
2986,7.1,Good
2987,7,Good
2988,7,Good
2989,5.7,Fair
2990,7.1,Good
2991,7,Good
2992,7.7,Good
2993,7.1,Good
2994,6.8,Good
2995,7.5,Good
2996,6.3,Good
2997,7.3,Good
2998,6.8,Good
2999,7.2,Good
3000,6.4,Good
3001,6,Fair
3002,6.4,Good
3003,5.1,Fair
3004,7.5,Good
3005,7.1,Good
3006,4.6,Fair
3007,5.7,Fair
3008,6.8,Good
3009,7.7,Good
3010,6.7,Good
3011,3.2,Bad
3012,6.1,Good
3013,5.6,Fair
3014,6.9,Good
3015,7.5,Good
3016,5.8,Fair
3017,8.3,Excellent
3018,2.8,Bad
3019,6.6,Good
3020,7.5,Good
3021,6,Fair
3022,6.2,Good
3023,7.2,Good
3024,8.7,Excellent
3025,6,Fair
3026,8,Good
3027,7.2,Good
3028,4.5,Fair
3029,7.9,Good
3030,7.1,Good
3031,7.5,Good
3032,6.8,Good
3033,4.3,Fair
3034,7.2,Good
3035,5.8,Fair
3036,7.1,Good
3037,7.4,Good
3038,7.6,Good
3039,6.9,Good
3040,6,Fair
3041,6.9,Good
3042,7.3,Good
3043,4.6,Fair
3044,6,Fair
3045,6.4,Good
3046,5.5,Fair
3047,7.5,Good
3048,8.1,Excellent
3049,6.3,Good
3050,5.1,Fair
3051,6.8,Good
3052,5.3,Fair
3053,7.3,Good
3054,7.3,Good
3055,7.1,Good
3056,7.6,Good
3057,5.3,Fair
3058,7.8,Good
3059,7.7,Good
3060,7.7,Good
3061,5.4,Fair
3062,6.2,Good
3063,7.4,Good
3064,6.2,Good
3065,5.1,Fair
3066,6.9,Good
3067,6.3,Good
3068,6.8,Good
3069,7.4,Good
3070,5.7,Fair
3071,5.8,Fair
3072,6.2,Good
3073,4.3,Fair
3074,6.4,Good
3075,6,Fair
3076,6.9,Good
3077,5.5,Fair
3078,5.4,Fair
3079,8.3,Excellent
3080,7.9,Good
3081,6.5,Good
3082,6.3,Good
3083,6.4,Good
3084,7.9,Good
3085,5.3,Fair
3086,5.8,Fair
3087,6.6,Good
3088,7.4,Good
3089,8.3,Excellent
3090,5.3,Fair
3091,6.2,Good
3092,6.9,Good
3093,5.9,Fair
3094,6.1,Good
3095,5.8,Fair
3096,7.3,Good
3097,5.9,Fair
3098,5.5,Fair
3099,5,Fair
3100,7,Good
3101,7.8,Good
3102,6.4,Good
3103,5.9,Fair
3104,7,Good
3105,6.1,Good
3106,6.9,Good
3107,7.5,Good
3108,7.3,Good
3109,6.5,Good
3110,6.2,Good
3111,6.7,Good
3112,6,Fair
3113,6.3,Good
3114,5.8,Fair
3115,6.1,Good
3116,6.9,Good
3117,8.3,Excellent
3118,5.4,Fair
3119,6.7,Good
3120,7.4,Good
3121,5.6,Fair
3122,6.5,Good
3123,6.5,Good
3124,5.8,Fair
3125,5,Fair
3126,5.5,Fair
3127,6.5,Good
3128,7.2,Good
3129,7.3,Good
3130,7.2,Good
3131,5.2,Fair
3132,5.7,Fair
3133,4.7,Fair
3134,5.9,Fair
3135,6.8,Good
3136,5.9,Fair
3137,5.3,Fair
3138,6,Fair
3139,7.7,Good
3140,4.4,Fair
3141,6.6,Good
3142,6.7,Good
3143,5.5,Fair
3144,6.5,Good
3145,6.2,Good
3146,7.1,Good
3147,6.1,Good
3148,7.1,Good
3149,6,Fair
3150,7.4,Good
3151,5.9,Fair
3152,4.1,Fair
3153,5.8,Fair
3154,5.9,Fair
3155,7,Good
3156,6.8,Good
3157,7.4,Good
3158,7.1,Good
3159,7,Good
3160,5.8,Fair
3161,7.8,Good
3162,6.5,Good
3163,7,Good
3164,6.3,Good
3165,5.3,Fair
3166,6.8,Good
3167,5.5,Fair
3168,7.4,Good
3169,4.3,Fair
3170,6,Fair
3171,5.2,Fair
3172,6.7,Good
3173,6.3,Good
3174,7.9,Good
3175,8.6,Excellent
3176,6.1,Good
3177,5.8,Fair
3178,7.7,Good
3179,8,Good
3180,5.6,Fair
3181,6.7,Good
3182,6.6,Good
3183,4.2,Fair
3184,6.6,Good
3185,4.1,Fair
3186,7.3,Good
3187,7.1,Good
3188,6.5,Good
3189,7,Good
3190,5.5,Fair
3191,6.6,Good
3192,7.1,Good
3193,7.9,Good
3194,7.1,Good
3195,5.6,Fair
3196,7.3,Good
3197,3.3,Bad
3198,6.5,Good
3199,4.8,Fair
3200,5.2,Fair
3201,6.3,Good
3202,7.2,Good
3203,6.8,Good
3204,5.7,Fair
3205,7.2,Good
3206,6.9,Good
3207,9.1,Excellent
3208,6.3,Good
3209,6.2,Good
3210,6.7,Good
3211,6.5,Good
3212,7.2,Good
3213,5.3,Fair
3214,6.7,Good
3215,6.2,Good
3216,3.6,Bad
3217,5.7,Fair
3218,7.3,Good
3219,5,Fair
3220,6.6,Good
3221,6.6,Good
3222,6.8,Good
3223,6.2,Good
3224,7.3,Good
3225,6.2,Good
3226,6.9,Good
3227,6.6,Good
3228,6.3,Good
3229,7,Good
3230,3.3,Bad
3231,6.7,Good
3232,6.2,Good
3233,6.5,Good
3234,3.5,Bad
3235,5.5,Fair
3236,5.9,Fair
3237,4.7,Fair
3238,4.2,Fair
3239,5.2,Fair
3240,5.2,Fair
3241,3.9,Bad
3242,6.1,Good
3243,5.8,Fair
3244,6.7,Good
3245,5.7,Fair
3246,4.5,Fair
3247,6.9,Good
3248,4.8,Fair
3249,6.3,Good
3250,6.9,Good
3251,5.4,Fair
3252,3.8,Bad
3253,7,Good
3254,5.2,Fair
3255,7.3,Good
3256,4.6,Fair
3257,6.5,Good
3258,6.8,Good
3259,6.7,Good
3260,6.1,Good
3261,5.2,Fair
3262,6.9,Good
3263,6,Fair
3264,7.9,Good
3265,4.5,Fair
3266,5.1,Fair
3267,7.6,Good
3268,7.6,Good
3269,6.7,Good
3270,6.1,Good
3271,7.5,Good
3272,5.3,Fair
3273,6,Fair
3274,7.1,Good
3275,7.5,Good
3276,6.9,Good
3277,8.5,Excellent
3278,7.5,Good
3279,6.6,Good
3280,8,Good
3281,7,Good
3282,5.8,Fair
3283,7.3,Good
3284,6.8,Good
3285,6.7,Good
3286,6.5,Good
3287,8,Good
3288,6.5,Good
3289,4.9,Fair
3290,7.1,Good
3291,7,Good
3292,7,Good
3293,7.5,Good
3294,4.5,Fair
3295,5.5,Fair
3296,7.7,Good
3297,7.2,Good
3298,4.8,Fair
3299,6.7,Good
3300,7,Good
3301,6.5,Good
3302,7.4,Good
3303,3.5,Bad
3304,5.7,Fair
3305,6.2,Good
3306,5.7,Fair
3307,6.4,Good
3308,7,Good
3309,7.7,Good
3310,5.4,Fair
3311,6.6,Good
3312,6.1,Good
3313,6.1,Good
3314,7.6,Good
3315,6.2,Good
3316,6.6,Good
3317,6.1,Good
3318,7.3,Good
3319,4.2,Fair
3320,7.1,Good
3321,6,Fair
3322,6.5,Good
3323,6.5,Good
3324,5.7,Fair
3325,6.1,Good
3326,7.1,Good
3327,7.3,Good
3328,6.5,Good
3329,7.9,Good
3330,5.7,Fair
3331,7.2,Good
3332,7.3,Good
3333,6.9,Good
3334,5,Fair
3335,5.9,Fair
3336,6.7,Good
3337,7.3,Good
3338,7.6,Good
3339,6.5,Good
3340,2.1,Bad
3341,5.3,Fair
3342,7.2,Good
3343,7,Good
3344,8,Good
3345,6.5,Good
3346,6.9,Good
3347,7.1,Good
3348,7.3,Good
3349,7.5,Good
3350,6.9,Good
3351,7.2,Good
3352,7.2,Good
3353,6.7,Good
3354,6,Fair
3355,8.9,Excellent
3356,7.7,Good
3357,7.9,Good
3358,5.6,Fair
3359,8,Good
3360,6.2,Good
3361,7.9,Good
3362,8.1,Excellent
3363,7.6,Good
3364,3.5,Bad
3365,7.6,Good
3366,6.5,Good
3367,5.6,Fair
3368,7.7,Good
3369,5.2,Fair
3370,6.9,Good
3371,6.1,Good
3372,5,Fair
3373,7.8,Good
3374,7.4,Good
3375,6.8,Good
3376,7.1,Good
3377,6.4,Good
3378,5.7,Fair
3379,7.5,Good
3380,6.7,Good
3381,5.6,Fair
3382,7,Good
3383,7.6,Good
3384,6.5,Good
3385,7,Good
3386,6.3,Good
3387,6.4,Good
3388,7.1,Good
3389,7.1,Good
3390,6.5,Good
3391,6.9,Good
3392,5.4,Fair
3393,4.9,Fair
3394,5.1,Fair
3395,5.3,Fair
3396,7.5,Good
3397,8.3,Excellent
3398,7.3,Good
3399,7.3,Good
3400,7.1,Good
3401,6,Fair
3402,6.6,Good
3403,7.2,Good
3404,7.2,Good
3405,6.9,Good
3406,6.8,Good
3407,4,Bad
3408,7.7,Good
3409,7.4,Good
3410,6.5,Good
3411,6.4,Good
3412,7.2,Good
3413,5.6,Fair
3414,6.3,Good
3415,6.8,Good
3416,5.5,Fair
3417,6.9,Good
3418,6,Fair
3419,7.7,Good
3420,6.4,Good
3421,6.6,Good
3422,5.3,Fair
3423,8.1,Excellent
3424,5.9,Fair
3425,7.7,Good
3426,4.6,Fair
3427,5.1,Fair
3428,6.9,Good
3429,8,Good
3430,6.8,Good
3431,5.4,Fair
3432,6.5,Good
3433,4.2,Fair
3434,7.4,Good
3435,6.9,Good
3436,6.7,Good
3437,7.3,Good
3438,7.6,Good
3439,5.4,Fair
3440,7.3,Good
3441,6.4,Good
3442,6,Fair
3443,7.2,Good
3444,6,Fair
3445,3.1,Bad
3446,6.9,Good
3447,6.2,Good
3448,5.5,Fair
3449,6.9,Good
3450,6.3,Good
3451,4.8,Fair
3452,7.9,Good
3453,6.7,Good
3454,5.6,Fair
3455,5.4,Fair
3456,8,Good
3457,5.7,Fair
3458,7.6,Good
3459,7,Good
3460,7.2,Good
3461,6.2,Good
3462,3.5,Bad
3463,7.5,Good
3464,5.1,Fair
3465,6.7,Good
3466,9.2,Excellent
3467,6.1,Good
3468,7.7,Good
3469,7.6,Good
3470,6.1,Good
3471,4.9,Fair
3472,6.8,Good
3473,7,Good
3474,7.2,Good
3475,5.7,Fair
3476,7.3,Good
3477,7.5,Good
3478,7.4,Good
3479,7.2,Good
3480,6.5,Good
3481,9,Excellent
3482,6.8,Good
3483,6.8,Good
3484,5.2,Fair
3485,7.2,Good
3486,7.5,Good
3487,4,Bad
3488,6.8,Good
3489,6.9,Good
3490,8.2,Excellent
3491,7.3,Good
3492,6.1,Good
3493,7.8,Good
3494,6,Fair
3495,4.1,Fair
3496,7,Good
3497,7.1,Good
3498,6.2,Good
3499,6.9,Good
3500,7.6,Good
3501,7.6,Good
3502,6.4,Good
3503,6.2,Good
3504,7.5,Good
3505,2,Bad
3506,6.2,Good
3507,7.7,Good
3508,6.5,Good
3509,7.4,Good
3510,7.9,Good
3511,6.8,Good
3512,6.3,Good
3513,6.3,Good
3514,6.6,Good
3515,6.4,Good
3516,7.5,Good
3517,5.8,Fair
3518,6.5,Good
3519,4.8,Fair
3520,7.2,Good
3521,6.3,Good
3522,7,Good
3523,6.3,Good
3524,5.3,Fair
3525,2.3,Bad
3526,7.1,Good
3527,6.2,Good
3528,6.2,Good
3529,6.7,Good
3530,6.5,Good
3531,5.9,Fair
3532,6.7,Good
3533,6,Fair
3534,6.9,Good
3535,7.9,Good
3536,5.3,Fair
3537,4.8,Fair
3538,5.3,Fair
3539,6,Fair
3540,7.3,Good
3541,7.4,Good
3542,7.7,Good
3543,4.8,Fair
3544,7.2,Good
3545,5.8,Fair
3546,7.3,Good
3547,7,Good
3548,6.4,Good
3549,5.6,Fair
3550,8.2,Excellent
3551,6.5,Good
3552,6.4,Good
3553,8.1,Excellent
3554,5.4,Fair
3555,6.3,Good
3556,7.8,Good
3557,6.8,Good
3558,7.2,Good
3559,7.1,Good
3560,6.2,Good
3561,7.3,Good
3562,5.9,Fair
3563,7.2,Good
3564,3.6,Bad
3565,7.7,Good
3566,7.3,Good
3567,7.4,Good
3568,6.6,Good
3569,6.9,Good
3570,6.8,Good
3571,7.3,Good
3572,7.2,Good
3573,6.5,Good
3574,7.7,Good
3575,8.1,Excellent
3576,7.7,Good
3577,7.6,Good
3578,7.3,Good
3579,8.7,Excellent
3580,7.2,Good
3581,7.2,Good
3582,8.1,Excellent
3583,7.5,Good
3584,8.1,Excellent
3585,7.8,Good
3586,7.8,Good
3587,5.8,Fair
3588,7.6,Good
3589,7.4,Good
3590,6.3,Good
3591,6.9,Good
3592,8.6,Excellent
3593,5.1,Fair
3594,6.4,Good
3595,7.9,Good
3596,6.9,Good
3597,7.5,Good
3598,7.2,Good
3599,5.8,Fair
3600,2.9,Bad
3601,6.2,Good
3602,7.3,Good
3603,6.2,Good
3604,8.2,Excellent
3605,6.8,Good
3606,6.1,Good
3607,7.7,Good
3608,5.2,Fair
3609,6.8,Good
3610,6.5,Good
3611,7,Good
3612,5.9,Fair
3613,7.1,Good
3614,5.5,Fair
3615,7.4,Good
3616,7.3,Good
3617,4.6,Fair
3618,7.2,Good
3619,7,Good
3620,5.1,Fair
3621,6.7,Good
3622,5.3,Fair
3623,8.4,Excellent
3624,7.8,Good
3625,6.7,Good
3626,5.4,Fair
3627,7.2,Good
3628,5.8,Fair
3629,6.4,Good
3630,8,Good
3631,7,Good
3632,7,Good
3633,6.7,Good
3634,3.8,Bad
3635,5.7,Fair
3636,6.6,Good
3637,6.7,Good
3638,6.1,Good
3639,6.2,Good
3640,6.2,Good
3641,7.4,Good
3642,4.7,Fair
3643,8.3,Excellent
3644,7.2,Good
3645,5.8,Fair
3646,5.9,Fair
3647,6.3,Good
3648,7.2,Good
3649,5.4,Fair
3650,8.2,Excellent
3651,7.3,Good
3652,7.3,Good
3653,5.8,Fair
3654,6.1,Good
3655,7.1,Good
3656,6.5,Good
3657,7.9,Good
3658,5.4,Fair
3659,7.1,Good
3660,6.4,Good
3661,8.4,Excellent
3662,6.7,Good
3663,6.9,Good
3664,2.1,Bad
3665,4.3,Fair
3666,6.6,Good
3667,3.4,Bad
3668,8.3,Excellent
3669,7.2,Good
3670,5.6,Fair
3671,7.7,Good
3672,6.6,Good
3673,7.6,Good
3674,7.4,Good
3675,7.1,Good
3676,3.4,Bad
3677,7.9,Good
3678,6.7,Good
3679,6.6,Good
3680,7.9,Good
3681,4.9,Fair
3682,7.2,Good
3683,7.4,Good
3684,6.1,Good
3685,8.4,Excellent
3686,6.2,Good
3687,5.3,Fair
3688,5,Fair
3689,7.7,Good
3690,7.6,Good
3691,6.3,Good
3692,7.6,Good
3693,5.6,Fair
3694,7.3,Good
3695,6.2,Good
3696,6.6,Good
3697,6.6,Good
3698,7.3,Good
3699,6.6,Good
3700,6.9,Good
3701,5.8,Fair
3702,4.4,Fair
3703,6.6,Good
3704,7.1,Good
3705,7.6,Good
3706,4.6,Fair
3707,6.8,Good
3708,7.1,Good
3709,4.9,Fair
3710,7.3,Good
3711,7.2,Good
3712,5,Fair
3713,8.2,Excellent
3714,8,Good
3715,5.2,Fair
3716,8.5,Excellent
3717,6.5,Good
3718,7.4,Good
3719,7.7,Good
3720,7.4,Good
3721,5.1,Fair
3722,7.3,Good
3723,5,Fair
3724,7.2,Good
3725,6.7,Good
3726,6.4,Good
3727,7.1,Good
3728,5.6,Fair
3729,6.2,Good
3730,6.1,Good
3731,5.2,Fair
3732,7.3,Good
3733,7.5,Good
3734,6.6,Good
3735,6.4,Good
3736,4.5,Fair
3737,6.6,Good
3738,5.3,Fair
3739,4.9,Fair
3740,7.7,Good
3741,8,Good
3742,3.8,Bad
3743,7.6,Good
3744,5.9,Fair
3745,6.2,Good
3746,7.2,Good
3747,6.3,Good
3748,5.2,Fair
3749,6.9,Good
3750,6.8,Good
3751,6.2,Good
3752,6.2,Good
3753,3.5,Bad
3754,6.1,Good
3755,6.6,Good
3756,4.5,Fair
3757,5.9,Fair
3758,6.9,Good
3759,7.7,Good
3760,6.6,Good
3761,5.3,Fair
3762,6.3,Good
3763,7,Good
3764,7,Good
3765,6.6,Good
3766,8.6,Excellent
3767,6.4,Good
3768,7.9,Good
3769,5.4,Fair
3770,6.9,Good
3771,7.7,Good
3772,7.2,Good
3773,6.8,Good
3774,6.2,Good
3775,7.4,Good
3776,4.6,Fair
3777,6.4,Good
3778,7,Good
3779,7.7,Good
3780,6.8,Good
3781,7,Good
3782,7,Good
3783,6.3,Good
3784,7.1,Good
3785,5.6,Fair
3786,4.4,Fair
3787,7.1,Good
3788,6.1,Good
3789,7.4,Good
3790,7.5,Good
3791,7.2,Good
3792,7.6,Good
3793,7.3,Good
3794,6.2,Good
3795,6.2,Good
3796,4.6,Fair
3797,6.2,Good
3798,6.2,Good
3799,3.3,Bad
3800,7.5,Good
3801,4.2,Fair
3802,7.2,Good
3803,6.2,Good
3804,6.1,Good
3805,4.2,Fair
3806,4.5,Fair
3807,8.4,Excellent
3808,7.5,Good
3809,6.7,Good
3810,5.1,Fair
3811,5.5,Fair
3812,4.4,Fair
3813,4.4,Fair
3814,6.8,Good
3815,6.7,Good
3816,8.6,Excellent
3817,4.8,Fair
3818,3.4,Bad
3819,7.4,Good
3820,7.3,Good
3821,8,Good
3822,6.5,Good
3823,5.9,Fair
3824,6.8,Good
3825,7.4,Good
3826,6.7,Good
3827,6.8,Good
3828,5.4,Fair
3829,5.5,Fair
3830,7.4,Good
3831,5.7,Fair
3832,5.4,Fair
3833,3.2,Bad
3834,7.1,Good
3835,7.8,Good
3836,5.3,Fair
3837,7.2,Good
3838,6.2,Good
3839,5.9,Fair
3840,7.3,Good
3841,6.7,Good
3842,5.7,Fair
3843,7.1,Good
3844,7.2,Good
3845,7.4,Good
3846,7.7,Good
3847,7.7,Good
3848,7.4,Good
3849,8.4,Excellent
3850,7.1,Good
3851,7.2,Good
3852,7.5,Good
3853,5.4,Fair
3854,8.1,Excellent
3855,6,Fair
3856,7.8,Good
3857,6.8,Good
3858,6.5,Good
3859,7.7,Good
3860,6.4,Good
3861,6.5,Good
3862,7.3,Good
3863,6.6,Good
3864,7.9,Good
3865,5.9,Fair
3866,4.7,Fair
3867,8.7,Excellent
3868,5.9,Fair
3869,6.7,Good
3870,8.5,Excellent
3871,8.4,Excellent
3872,5.8,Fair
3873,6.1,Good
3874,7.3,Good
3875,6.7,Good
3876,7.6,Good
3877,7.2,Good
3878,6.2,Good
3879,5.8,Fair
3880,5.2,Fair
3881,8.1,Excellent
3882,7.1,Good
3883,6.5,Good
3884,7.3,Good
3885,6.2,Good
3886,5,Fair
3887,8,Good
3888,7.8,Good
3889,8.1,Excellent
3890,6.7,Good
3891,6.1,Good
3892,7.1,Good
3893,5.6,Fair
3894,7.6,Good
3895,4.3,Fair
3896,7.3,Good
3897,7.3,Good
3898,4.6,Fair
3899,6.8,Good
3900,7.5,Good
3901,7.1,Good
3902,7.3,Good
3903,8.3,Excellent
3904,5.4,Fair
3905,4,Bad
3906,8,Good
3907,6.7,Good
3908,5.7,Fair
3909,4.6,Fair
3910,4,Bad
3911,7,Good
3912,7.4,Good
3913,5.9,Fair
3914,4.6,Fair
3915,4.8,Fair
3916,7.5,Good
3917,4.7,Fair
3918,6.7,Good
3919,6.3,Good
3920,6,Fair
3921,6.7,Good
3922,7.1,Good
3923,2.7,Bad
3924,7.3,Good
3925,7.6,Good
3926,5.8,Fair
3927,6.5,Good
3928,6.6,Good
3929,6.2,Good
3930,6.9,Good
3931,8.5,Excellent
3932,4.8,Fair
3933,6.6,Good
3934,5.7,Fair
3935,7,Good
3936,5.4,Fair
3937,7.1,Good
3938,6.9,Good
3939,6.6,Good
3940,5.9,Fair
3941,6.3,Good
3942,6.3,Good
3943,7.7,Good
3944,7,Good
3945,6.3,Good
3946,5.9,Fair
3947,6.2,Good
3948,5,Fair
3949,7.7,Good
3950,6.5,Good
3951,6.1,Good
3952,5.8,Fair
3953,6.1,Good
3954,6,Fair
3955,6.3,Good
3956,6.3,Good
3957,7.5,Good
3958,7.6,Good
3959,5.2,Fair
3960,7.8,Good
3961,6.6,Good
3962,4.7,Fair
3963,6.7,Good
3964,4.2,Fair
3965,6.3,Good
3966,4.7,Fair
3967,6,Fair
3968,7.9,Good
3969,8.1,Excellent
3970,8.2,Excellent
3971,6,Fair
3972,6.8,Good
3973,7.3,Good
3974,7,Good
3975,7.3,Good
3976,7.5,Good
3977,6.8,Good
3978,7.1,Good
3979,6.9,Good
3980,6.9,Good
3981,6.9,Good
3982,8.4,Excellent
3983,7.9,Good
3984,7.2,Good
3985,7.8,Good
3986,3.5,Bad
3987,7.3,Good
3988,7.5,Good
3989,7.8,Good
3990,6,Fair
3991,7.3,Good
3992,8,Good
3993,7.6,Good
3994,7,Good
3995,7.5,Good
3996,6.8,Good
3997,3.9,Bad
3998,6.1,Good
3999,7.5,Good
4000,8.2,Excellent
4001,7.2,Good
4002,4.8,Fair
4003,7.8,Good
4004,5.2,Fair
4005,3.3,Bad
4006,6.8,Good
4007,7,Good
4008,6.5,Good
4009,5.7,Fair
4010,6.4,Good
4011,5.3,Fair
4012,4.7,Fair
4013,6.1,Good
4014,5.5,Fair
4015,7.3,Good
4016,4.8,Fair
4017,8.4,Excellent
4018,7,Good
4019,3.3,Bad
4020,5.4,Fair
4021,4.8,Fair
4022,3.1,Bad
4023,6.7,Good
4024,7.6,Good
4025,7.1,Good
4026,6.1,Good
4027,6.5,Good
4028,8.5,Excellent
4029,8.7,Excellent
4030,7.1,Good
4031,6.6,Good
4032,6.7,Good
4033,8.3,Excellent
4034,8.1,Excellent
4035,7.4,Good
4036,6.6,Good
4037,4.5,Fair
4038,6.4,Good
4039,7.5,Good
4040,8,Good
4041,8.1,Excellent
4042,7.2,Good
4043,7.5,Good
4044,7.2,Good
4045,6.4,Good
4046,7.6,Good
4047,7.8,Good
4048,5.7,Fair
4049,8.6,Excellent
4050,8.2,Excellent
4051,6.6,Good
4052,5.7,Fair
4053,7.4,Good
4054,8,Good
4055,7.3,Good
4056,5.4,Fair
4057,7.4,Good
4058,5.7,Fair
4059,6.8,Good
4060,5.4,Fair
4061,8.1,Excellent
4062,6.1,Good
4063,5.1,Fair
4064,5.6,Fair
4065,5.9,Fair
4066,8.2,Excellent
4067,5.3,Fair
4068,6.8,Good
4069,8.3,Excellent
4070,4.3,Fair
4071,6.7,Good
4072,7.2,Good
4073,6.9,Good
4074,6.6,Good
4075,5.9,Fair
4076,7.9,Good
4077,8.3,Excellent
4078,5.2,Fair
4079,7.8,Good
4080,7.8,Good
4081,3,Bad
4082,7.9,Good
4083,3.2,Bad
4084,6.5,Good
4085,6.9,Good
4086,7,Good
4087,7.4,Good
4088,7.8,Good
4089,6.9,Good
4090,4.4,Fair
4091,6,Fair
4092,6.6,Good
4093,7.8,Good
4094,5.3,Fair
4095,5.3,Fair
4096,8,Good
4097,7.1,Good
4098,5.4,Fair
4099,6.9,Good
4100,7.4,Good
4101,7.3,Good
4102,7.8,Good
4103,6.6,Good
4104,5.4,Fair
4105,8.4,Excellent
4106,6.3,Good
4107,6.1,Good
4108,5,Fair
4109,6.9,Good
4110,7.2,Good
4111,7.3,Good
4112,5.7,Fair
4113,5,Fair
4114,5.3,Fair
4115,7.9,Good
4116,5,Fair
4117,5.3,Fair
4118,6,Fair
4119,7.6,Good
4120,7.4,Good
4121,5.9,Fair
4122,4.1,Fair
4123,6.7,Good
4124,5.8,Fair
4125,6.2,Good
4126,5.3,Fair
4127,3.3,Bad
4128,6.5,Good
4129,6.2,Good
4130,5.9,Fair
4131,5.5,Fair
4132,5.5,Fair
4133,2.6,Bad
4134,5.8,Fair
4135,7.4,Good
4136,5.1,Fair
4137,5.2,Fair
4138,4.8,Fair
4139,3.9,Bad
4140,6.2,Good
4141,7,Good
4142,6.2,Good
4143,5.9,Fair
4144,8,Good
4145,7.3,Good
4146,4.9,Fair
4147,6.5,Good
4148,4.3,Fair
4149,6.4,Good
4150,7.6,Good
4151,6.8,Good
4152,6.1,Good
4153,4,Bad
4154,7.4,Good
4155,8.3,Excellent
4156,5.3,Fair
4157,8.1,Excellent
4158,8,Good
4159,5.7,Fair
4160,8.2,Excellent
4161,7.1,Good
4162,7.4,Good
4163,6.6,Good
4164,5.7,Fair
4165,6.9,Good
4166,7,Good
4167,7,Good
4168,7.8,Good
4169,5.9,Fair
4170,7.4,Good
4171,7.8,Good
4172,6,Fair
4173,5.3,Fair
4174,7.9,Good
4175,7.2,Good
4176,7.4,Good
4177,5.3,Fair
4178,8.3,Excellent
4179,7.6,Good
4180,5.1,Fair
4181,5.1,Fair
4182,4.9,Fair
4183,6.9,Good
4184,4.6,Fair
4185,6.3,Good
4186,7.9,Good
4187,6.7,Good
4188,7.1,Good
4189,7.6,Good
4190,8.1,Excellent
4191,6.6,Good
4192,7,Good
4193,7.6,Good
4194,6.7,Good
